Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Cas3_1_CAS-I	NZ_CP085987.1_1163	263	745	0.0066	12.9	1176170	1176958	NZ_CP085987.1	1163	0.376425855513308	0.138255033557047	-1
Cas3_1_CAS-I	NZ_CP085987.1_1423	715	745	0.04	10.3	1451409	1453553	NZ_CP085987.1	1423	0.04195804195804196	0.04161073825503356	-1
Cas3_1_CAS-I	NZ_CP085987.1_1424	455	745	0.0073	12.8	1453761	1455125	NZ_CP085987.1	1424	0.47912087912087914	0.3046979865771812	-1
Cas3_1_CAS-I	NZ_CP085987.1_2100	825	745	0.032	10.6	2161385	2163859	NZ_CP085987.1	2100	0.06787878787878789	0.0738255033557047	-1
Cas3_1_CAS-I	NZ_CP085987.1_3026	422	745	0.0022	14.5	3195329	3196594	NZ_CP085987.1	3026	0.4004739336492891	0.23624161073825503	1
Cas3_1_CAS-I	NZ_CP085987.1_3190	694	745	4.3e-06	23.4	3380975	3383056	NZ_CP085987.1	3190	0.14697406340057637	0.14899328859060404	-1
Cas3_1_CAS-I	NZ_CP085987.1_3674	630	745	0.055	9.8	3891020	3892909	NZ_CP085987.1	3674	0.24444444444444444	0.21610738255033557	1
Cas3_1_CAS-I	NZ_CP085987.1_4022	144	745	6.7e-17	59.2	4224425	4224856	NZ_CP085987.1	4022	0.6944444444444444	0.14228187919463087	-1
Cas3_1_CAS-I	NZ_CP085987.1_4023	732	745	3.3e-157	523.1	4224893	4227088	NZ_CP085987.1	4023	0.8620218579234973	0.8080536912751678	-1
Cas3_1_CAS-I	NZ_CP085987.1_4386	445	745	1.3e-05	21.9	4617359	4618693	NZ_CP085987.1	4386	0.3303370786516854	0.13154362416107382	-1
Cas3_1_CAS-I-D	NZ_CP085987.1_1423	715	353	0.023	11.9	1451409	1453553	NZ_CP085987.1	1423	0.06853146853146853	0.13031161473087818	-1
Cas3_1_CAS-I-D	NZ_CP085987.1_3674	630	353	0.0037	14.5	3891020	3892909	NZ_CP085987.1	3674	0.18095238095238095	0.29745042492917845	1
Cas3_1_CAS-I-D	NZ_CP085987.1_4386	445	353	0.00021	18.6	4617359	4618693	NZ_CP085987.1	4386	0.3797752808988764	0.43059490084985835	-1
Cas3_1_CAS-I-D	NZ_CP085987.1_474	637	353	0.023	11.9	470310	472220	NZ_CP085987.1	474	0.06436420722135008	0.12181303116147309	1
Cas3_1_I	NZ_CP085987.1_4023	732	178	3e-27	93.9	4224893	4227088	NZ_CP085987.1	4023	0.2677595628415301	1.0	-1
Cas3_2_CAS-I	NZ_CP085987.1_1074	1149	967	0.0011	15.2	1089180	1092626	NZ_CP085987.1	1074	0.06005221932114883	0.0672182006204757	1
Cas3_2_CAS-I	NZ_CP085987.1_3190	694	967	9.3e-08	28.7	3380975	3383056	NZ_CP085987.1	3190	0.35446685878962536	0.26059979317476734	-1
Cas3_2_CAS-I	NZ_CP085987.1_3674	630	967	4.4e-07	26.5	3891020	3892909	NZ_CP085987.1	3674	0.28888888888888886	0.18200620475698034	1
Cas3d_0_CAS-I-D	NZ_CP085987.1_3674	630	639	0.017	11.6	3891020	3892909	NZ_CP085987.1	3674	0.1984126984126984	0.18935837245696402	1
Cas3d_0_CAS-I-D	NZ_CP085987.1_4386	445	639	0.025	11.1	4617359	4618693	NZ_CP085987.1	4386	0.1752808988764045	0.11737089201877934	-1
Cas3d_1_CAS-I-D	NZ_CP085987.1_2986	616	627	0.0062	12.9	3155616	3157463	NZ_CP085987.1	2986	0.16396103896103897	0.16267942583732056	-1
Cas4_0_I-II	NZ_CP085987.1_2379	332	180	0.0024	15.8	2481403	2482398	NZ_CP085987.1	2379	0.22289156626506024	0.4166666666666667	-1
Cas4_3_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4340	267	197	0.029	12.5	4572958	4573758	NZ_CP085987.1	4340	0.1198501872659176	0.16243654822335024	1
Cas4_5_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4340	267	161	0.0078	14.5	4572958	4573758	NZ_CP085987.1	4340	0.36704119850187267	0.4906832298136646	1
Cas5_0_CAS-I	NZ_CP085987.1_4018	249	201	1.8e-38	130.5	4220472	4221218	NZ_CP085987.1	4018	0.8514056224899599	0.8955223880597015	-1
Cas5_0_CAS-I-A	NZ_CP085987.1_1912	111	179	0.018	13.1	1974383	1974715	NZ_CP085987.1	1912	0.5495495495495496	0.3407821229050279	-1
Cas5_0_CAS-I-E	NZ_CP085987.1_4018	249	182	7.7e-55	183.6	4220472	4221218	NZ_CP085987.1	4018	0.7228915662650602	0.978021978021978	-1
Cas5_0_I	NZ_CP085987.1_4018	249	43	3.7e-14	50.3	4220472	4221218	NZ_CP085987.1	4018	0.17269076305220885	1.0	-1
Cas5_0_IE	NZ_CP085987.1_4018	249	230	7.400000000000001e-44	148.2	4220472	4221218	NZ_CP085987.1	4018	0.927710843373494	0.991304347826087	-1
Cas5_10_CAS-I-B	NZ_CP085987.1_4018	249	238	9.4e-06	23.3	4220472	4221218	NZ_CP085987.1	4018	0.3092369477911647	0.31932773109243695	-1
Cas5_1_CAS-I-B	NZ_CP085987.1_1333	153	276	0.0014	16.1	1357810	1358268	NZ_CP085987.1	1333	0.38562091503267976	0.21739130434782608	-1
Cas5_1_CAS-I-B	NZ_CP085987.1_1438	153	276	0.0014	16.1	1466682	1467140	NZ_CP085987.1	1438	0.38562091503267976	0.21739130434782608	-1
Cas5_1_CAS-I-B	NZ_CP085987.1_1776	153	276	0.0014	16.1	1827017	1827475	NZ_CP085987.1	1776	0.38562091503267976	0.21739130434782608	-1
Cas5_1_CAS-I-B	NZ_CP085987.1_2482	153	276	0.0014	16.1	2600771	2601229	NZ_CP085987.1	2482	0.38562091503267976	0.21739130434782608	-1
Cas5_1_CAS-I-B	NZ_CP085987.1_3480	153	276	0.0014	16.1	3703480	3703938	NZ_CP085987.1	3480	0.38562091503267976	0.21739130434782608	1
Cas5_1_CAS-I-B	NZ_CP085987.1_4587	153	276	0.0014	16.1	4844473	4844931	NZ_CP085987.1	4587	0.38562091503267976	0.21739130434782608	1
Cas5_1_CAS-I-B	NZ_CP085987.1_4653	153	276	0.0014	16.1	4914124	4914582	NZ_CP085987.1	4653	0.38562091503267976	0.21739130434782608	1
Cas5_1_CAS-I-E	NZ_CP085987.1_4018	249	180	2e-52	175.7	4220472	4221218	NZ_CP085987.1	4018	0.6947791164658634	0.9444444444444444	-1
Cas5_1_IB	NZ_CP085987.1_4018	249	241	0.00028	18.7	4220472	4221218	NZ_CP085987.1	4018	0.6024096385542169	0.5767634854771784	-1
Cas5_2_CAS-I	NZ_CP085987.1_4018	249	213	1.4e-31	108.2	4220472	4221218	NZ_CP085987.1	4018	0.9196787148594378	0.9953051643192489	-1
Cas5_4_CAS-I-B	NZ_CP085987.1_4018	249	190	9.7e-09	33.2	4220472	4221218	NZ_CP085987.1	4018	0.6024096385542169	0.7473684210526316	-1
Cas5_7_CAS-I-B	NZ_CP085987.1_4018	249	239	8.3e-05	20.4	4220472	4221218	NZ_CP085987.1	4018	0.606425702811245	0.5857740585774058	-1
Cas6_0_IE	NZ_CP085987.1_4017	217	208	9.1e-76	252.9	4219840	4220490	NZ_CP085987.1	4017	0.9769585253456221	0.9951923076923077	-1
Cas6_0_IVA3	NZ_CP085987.1_4017	217	189	3.3e-09	34.9	4219840	4220490	NZ_CP085987.1	4017	0.43317972350230416	0.4973544973544973	-1
Cas6_12_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_340	468	200	0.012	13.7	339923	341326	NZ_CP085987.1	340	0.2564102564102564	0.6	-1
Cas6_4_IVA	NZ_CP085987.1_4017	217	193	0.0037	15.0	4219840	4220490	NZ_CP085987.1	4017	0.2534562211981567	0.27461139896373055	-1
Cas6_5_IV	NZ_CP085987.1_4017	217	188	2.6e-08	32.0	4219840	4220490	NZ_CP085987.1	4017	0.6082949308755761	0.6276595744680851	-1
Cas6e_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3017	226	210	0.026	12.6	3186363	3187040	NZ_CP085987.1	3017	0.13716814159292035	0.1523809523809524	-1
Cas6e_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4017	217	210	1.2e-72	242.5	4219840	4220490	NZ_CP085987.1	4017	0.9769585253456221	0.9952380952380953	-1
Cas6e_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4017	217	212	2e-62	209.1	4219840	4220490	NZ_CP085987.1	4017	0.9769585253456221	1.0	-1
Cas6e_2_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4017	217	202	1.5e-56	190.1	4219840	4220490	NZ_CP085987.1	4017	0.9723502304147466	1.0	-1
Cas7_0_CAS-I	NZ_CP085987.1_2667	311	230	0.019	12.3	2778195	2779127	NZ_CP085987.1	2667	0.31511254019292606	0.3565217391304348	1
Cas7_0_CAS-I-E	NZ_CP085987.1_4019	353	325	2.1e-118	394.1	4221229	4222287	NZ_CP085987.1	4019	0.9150141643059491	1.0	-1
Cas7_0_CAS-I-E	NZ_CP085987.1_4118	294	325	0.0064	14.5	4339924	4340805	NZ_CP085987.1	4118	0.30612244897959184	0.27076923076923076	-1
Cas7_0_CAS-I-F	NZ_CP085987.1_1462	273	315	0.045	11.1	1492407	1493225	NZ_CP085987.1	1462	0.4358974358974359	0.346031746031746	1
Cas7_0_IE	NZ_CP085987.1_4019	353	325	4e-120	399.7	4221229	4222287	NZ_CP085987.1	4019	0.9150141643059491	1.0	-1
Cas7_0_IE	NZ_CP085987.1_4118	294	325	0.013	13.5	4339924	4340805	NZ_CP085987.1	4118	0.30272108843537415	0.2676923076923077	-1
Cas7_1_CAS-I-E	NZ_CP085987.1_4019	353	359	1.9e-100	334.9	4221229	4222287	NZ_CP085987.1	4019	0.9518413597733711	0.935933147632312	-1
Cas7_1_IB	NZ_CP085987.1_3168	314	321	0.0081	13.3	3352359	3353300	NZ_CP085987.1	3168	0.4426751592356688	0.4174454828660436	1
Cas8a1_0_CAS-I-A	NZ_CP085987.1_2814	321	377	0.013	12.6	2961562	2962524	NZ_CP085987.1	2814	0.22118380062305296	0.1856763925729443	-1
Cas8a1_1_CAS-I-A	NZ_CP085987.1_3973	686	296	0.34	8.2	4178420	4180477	NZ_CP085987.1	3973	0.12973760932944606	0.16554054054054054	-1
Cas8a1_2_CAS-I-A	NZ_CP085987.1_2814	321	377	0.013	12.6	2961562	2962524	NZ_CP085987.1	2814	0.22118380062305296	0.1856763925729443	-1
Cas8b1_7_CAS-I-B	NZ_CP085987.1_3813	75	686	0.047	10.1	4027580	4027804	NZ_CP085987.1	3813	0.88	0.09475218658892129	-1
Cas8b2_4_CAS-I-B	NZ_CP085987.1_4557	77	65	0.064	11.7	4816749	4816979	NZ_CP085987.1	4557	0.38961038961038963	0.46153846153846156	1
Cas8b8_0_CAS-I-B	NZ_CP085987.1_2020	503	594	0.0065	13.0	2066273	2067781	NZ_CP085987.1	2020	0.0775347912524851	0.06565656565656566	-1
Cas8e_0_CAS-I-E	NZ_CP085987.1_4021	486	470	1.2e-158	527.1	4222858	4224315	NZ_CP085987.1	4021	0.9711934156378601	0.9340425531914893	-1
Cas8e_1_CAS-I-E	NZ_CP085987.1_4021	486	474	1.3999999999999999e-114	381.9	4222858	4224315	NZ_CP085987.1	4021	0.9032921810699589	0.930379746835443	-1
Cas8e_4_CAS-I-E	NZ_CP085987.1_2069	186	465	0.024	11.7	2124462	2125019	NZ_CP085987.1	2069	0.43548387096774194	0.17419354838709677	-1
Cas8e_4_CAS-I-E	NZ_CP085987.1_4021	486	465	1.9e-96	321.9	4222858	4224315	NZ_CP085987.1	4021	0.8868312757201646	0.9354838709677419	-1
Cas8u1_0_CAS-I-U	NZ_CP085987.1_3032	114	702	0.0016	15.1	3203698	3204039	NZ_CP085987.1	3032	0.7719298245614035	0.13247863247863248	-1
Cas9_0_II-C2	NZ_CP085987.1_1940	117	967	1.2e-05	21.8	1997099	1997449	NZ_CP085987.1	1940	0.5213675213675214	0.06204756980351603	-1
Cas9_0_II-C2	NZ_CP085987.1_273	117	967	7.1e-06	22.5	286429	286779	NZ_CP085987.1	273	0.5470085470085471	0.0672182006204757	1
Cas9_0_II-D	NZ_CP085987.1_1940	117	853	0.00046	16.8	1997099	1997449	NZ_CP085987.1	1940	0.905982905982906	0.13130128956623682	-1
Cas9_0_II-D	NZ_CP085987.1_273	117	853	0.00059	16.4	286429	286779	NZ_CP085987.1	273	0.5982905982905983	0.07971864009378664	1
Cas9_1_CAS-II-C	NZ_CP085987.1_63	412	568	0.07	10.0	66767	68002	NZ_CP085987.1	63	0.18446601941747573	0.12852112676056338	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1148	217	198	0.00049	17.9	1161144	1161794	NZ_CP085987.1	1148	0.22580645161290322	0.25757575757575757	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1280	154	198	3.4e-05	21.7	1289893	1290354	NZ_CP085987.1	1280	0.3181818181818182	0.2474747474747475	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1322	165	198	0.00038	18.2	1346198	1346692	NZ_CP085987.1	1322	0.2909090909090909	0.24242424242424243	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1409	158	198	0.0031	15.2	1437967	1438440	NZ_CP085987.1	1409	0.22784810126582278	0.18181818181818182	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1684	211	198	0.0018	16.0	1731112	1731744	NZ_CP085987.1	1684	0.18009478672985782	0.20202020202020202	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1716	273	198	0.00068	17.4	1764618	1765436	NZ_CP085987.1	1716	0.18315018315018314	0.2474747474747475	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1954	133	198	0.00061	17.6	2005395	2005793	NZ_CP085987.1	1954	0.2857142857142857	0.1919191919191919	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2125	256	198	0.0011	16.7	2187996	2188763	NZ_CP085987.1	2125	0.18359375	0.23737373737373738	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2375	242	198	0.023	12.4	2477756	2478481	NZ_CP085987.1	2375	0.15289256198347106	0.19696969696969696	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2480	129	198	0.033	11.9	2600082	2600468	NZ_CP085987.1	2480	0.4186046511627907	0.2727272727272727	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2502	252	198	0.0016	16.2	2616594	2617349	NZ_CP085987.1	2502	0.4126984126984127	0.42424242424242425	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2618	118	198	0.00023	18.9	2732815	2733168	NZ_CP085987.1	2618	0.4576271186440678	0.2777777777777778	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2775	275	198	0.0017	16.1	2912292	2913116	NZ_CP085987.1	2775	0.18181818181818182	0.2474747474747475	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2925	268	198	2.5e-06	25.4	3083655	3084458	NZ_CP085987.1	2925	0.1865671641791045	0.25252525252525254	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3055	153	198	0.0041	14.9	3234780	3235238	NZ_CP085987.1	3055	0.41830065359477125	0.32323232323232326	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3144	197	198	0.0043	14.8	3328793	3329383	NZ_CP085987.1	3144	0.2182741116751269	0.22727272727272727	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3353	201	198	0.0037	15.0	3559022	3559624	NZ_CP085987.1	3353	0.3283582089552239	0.3383838383838384	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3411	405	198	0.00042	18.1	3621511	3622725	NZ_CP085987.1	3411	0.11358024691358025	0.23232323232323232	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3435	253	198	0.00093	17.0	3651889	3652647	NZ_CP085987.1	3435	0.18972332015810275	0.24242424242424243	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_352	219	198	0.0052	14.5	351824	352480	NZ_CP085987.1	352	0.2191780821917808	0.25252525252525254	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3692	258	198	0.00048	17.9	3906852	3907625	NZ_CP085987.1	3692	0.17829457364341086	0.23232323232323232	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3702	278	198	1.4e-06	26.1	3916823	3917656	NZ_CP085987.1	3702	0.17985611510791366	0.25252525252525254	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3815	111	198	0.0047	14.7	4028675	4029007	NZ_CP085987.1	3815	0.6756756756756757	0.3939393939393939	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3877	100	198	3.7e-06	24.8	4086058	4086357	NZ_CP085987.1	3877	0.58	0.29292929292929293	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3914	258	198	0.00018	19.3	4121654	4122427	NZ_CP085987.1	3914	0.17829457364341086	0.23232323232323232	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3995	255	198	0.00024	18.9	4201844	4202608	NZ_CP085987.1	3995	0.18823529411764706	0.24242424242424243	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4	216	198	0.00015	19.5	3287	3934	NZ_CP085987.1	4	0.19444444444444445	0.2222222222222222	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4058	237	198	0.0047	14.7	4271892	4272602	NZ_CP085987.1	4058	0.2109704641350211	0.25252525252525254	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_455	264	198	0.013	13.2	452273	453064	NZ_CP085987.1	455	0.19696969696969696	0.2676767676767677	1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_528	217	198	0.029	12.1	524017	524667	NZ_CP085987.1	528	0.3271889400921659	0.24242424242424243	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_588	241	198	1.3e-05	23.0	591080	591802	NZ_CP085987.1	588	0.24896265560165975	0.1919191919191919	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_747	163	198	1.6e-05	22.7	766063	766551	NZ_CP085987.1	747	0.31901840490797545	0.26262626262626265	-1
CasR_0_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_849	145	198	0.00015	19.5	870423	870857	NZ_CP085987.1	849	0.5724137931034483	0.41414141414141414	-1
CasR_0_CAS-III-B-III-D	NZ_CP085987.1_4591	292	255	1.1	6.8	4847950	4848825	NZ_CP085987.1	4591	0.3219178082191781	0.25882352941176473	1
CasR_0_CAS-III-B-III-D	NZ_CP085987.1_724	219	255	0.13	9.8	741193	741849	NZ_CP085987.1	724	0.5342465753424658	0.26666666666666666	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1029	198	218	0.0066	13.7	1043399	1043992	NZ_CP085987.1	1029	0.25252525252525254	0.23853211009174313	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1148	217	218	0.0002	18.7	1161144	1161794	NZ_CP085987.1	1148	0.22119815668202766	0.22935779816513763	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1280	154	218	3.2e-06	24.6	1289893	1290354	NZ_CP085987.1	1280	0.3181818181818182	0.22477064220183487	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1322	165	218	5.8e-05	20.5	1346198	1346692	NZ_CP085987.1	1322	0.4909090909090909	0.3761467889908257	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1409	158	218	0.012	12.9	1437967	1438440	NZ_CP085987.1	1409	0.23417721518987342	0.16972477064220184	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1684	211	218	9.1e-05	19.8	1731112	1731744	NZ_CP085987.1	1684	0.18009478672985782	0.1834862385321101	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1716	273	218	0.0064	13.8	1764618	1765436	NZ_CP085987.1	1716	0.1794871794871795	0.22018348623853212	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_1954	133	218	0.00012	19.4	2005395	2005793	NZ_CP085987.1	1954	0.2781954887218045	0.16972477064220184	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2125	256	218	0.0017	15.6	2187996	2188763	NZ_CP085987.1	2125	0.171875	0.2018348623853211	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2336	242	218	0.022	12.1	2432739	2433464	NZ_CP085987.1	2336	0.15289256198347106	0.18807339449541285	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2375	242	218	0.031	11.6	2477756	2478481	NZ_CP085987.1	2375	0.15289256198347106	0.17889908256880735	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2480	129	218	0.038	11.3	2600082	2600468	NZ_CP085987.1	2480	0.3875968992248062	0.22935779816513763	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2502	252	218	0.0051	14.1	2616594	2617349	NZ_CP085987.1	2502	0.17063492063492064	0.19724770642201836	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2618	118	218	0.00012	19.4	2732815	2733168	NZ_CP085987.1	2618	0.5	0.27522935779816515	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2775	275	218	0.0077	13.5	2912292	2913116	NZ_CP085987.1	2775	0.22545454545454546	0.2798165137614679	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_2925	268	218	1.7e-06	25.4	3083655	3084458	NZ_CP085987.1	2925	0.16044776119402984	0.19724770642201836	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3055	153	218	0.00038	17.8	3234780	3235238	NZ_CP085987.1	3055	0.45098039215686275	0.3348623853211009	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3144	197	218	0.00043	17.6	3328793	3329383	NZ_CP085987.1	3144	0.2182741116751269	0.20642201834862386	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3353	201	218	0.0013	16.1	3559022	3559624	NZ_CP085987.1	3353	0.3333333333333333	0.3211009174311927	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3411	405	218	0.0003	18.1	3621511	3622725	NZ_CP085987.1	3411	0.19753086419753085	0.37155963302752293	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3435	253	218	0.0015	15.8	3651889	3652647	NZ_CP085987.1	3435	0.35177865612648224	0.40825688073394495	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3443	902	218	0.028	11.7	3659490	3662195	NZ_CP085987.1	3443	0.04988913525498891	0.21559633027522937	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_352	219	218	0.0004	17.7	351824	352480	NZ_CP085987.1	352	0.2191780821917808	0.22935779816513763	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3692	258	218	0.00042	17.6	3906852	3907625	NZ_CP085987.1	3692	0.1744186046511628	0.20642201834862386	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3702	278	218	2.5e-07	28.2	3916823	3917656	NZ_CP085987.1	3702	0.17985611510791366	0.22935779816513763	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3815	111	218	0.0021	15.4	4028675	4029007	NZ_CP085987.1	3815	0.6576576576576577	0.3440366972477064	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3837	208	218	0.038	11.3	4045174	4045797	NZ_CP085987.1	3837	0.2644230769230769	0.1926605504587156	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3838	208	218	0.0027	15.0	4045775	4046398	NZ_CP085987.1	3838	0.25	0.24311926605504589	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3877	100	218	1.6e-07	28.9	4086058	4086357	NZ_CP085987.1	3877	0.54	0.24770642201834864	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3914	258	218	3.5e-05	21.2	4121654	4122427	NZ_CP085987.1	3914	0.17829457364341086	0.21100917431192662	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_3995	255	218	0.00012	19.5	4201844	4202608	NZ_CP085987.1	3995	0.18823529411764706	0.22018348623853212	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4	216	218	2.6e-05	21.6	3287	3934	NZ_CP085987.1	4	0.3425925925925926	0.3486238532110092	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4058	237	218	0.00093	16.5	4271892	4272602	NZ_CP085987.1	4058	0.21940928270042195	0.23853211009174313	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_455	264	218	1.6e-05	22.3	452273	453064	NZ_CP085987.1	455	0.19696969696969696	0.24311926605504589	1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_4760	217	218	0.0066	13.8	5032609	5033259	NZ_CP085987.1	4760	0.16129032258064516	0.16972477064220184	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_588	241	218	1.3e-06	25.9	591080	591802	NZ_CP085987.1	588	0.24896265560165975	0.1743119266055046	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_70	303	218	0.015	12.6	72840	73748	NZ_CP085987.1	70	0.22112211221122113	0.30275229357798167	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_747	163	218	1.8e-06	25.4	766063	766551	NZ_CP085987.1	747	0.3128834355828221	0.23394495412844038	-1
CasR_1_CAS-I-II-III-IV-V-VI	NZ_CP085987.1_849	145	218	0.00016	19.0	870423	870857	NZ_CP085987.1	849	0.5862068965517241	0.3944954128440367	-1
Cmr1gr7_6_CAS-III-B-III-C	NZ_CP085987.1_575	347	81	0.037	12.6	576619	577659	NZ_CP085987.1	575	0.2910662824207493	0.654320987654321	1
Cmr4_0_IIIB	NZ_CP085987.1_3062	157	283	0.046	11.6	3240931	3241401	NZ_CP085987.1	3062	0.5923566878980892	0.3250883392226148	1
Cmr4gr7_0_CAS-III-B-III-C	NZ_CP085987.1_3062	157	282	0.45	8.2	3240931	3241401	NZ_CP085987.1	3062	0.5987261146496815	0.33687943262411346	1
Cmr5_1_IIIC	NZ_CP085987.1_1912	111	178	0.58	8.1	1974383	1974715	NZ_CP085987.1	1912	0.8198198198198198	0.34831460674157305	-1
Cmr5gr11_10_CAS-III-B	NZ_CP085987.1_3098	299	146	0.018	13.2	3281101	3281997	NZ_CP085987.1	3098	0.1806020066889632	0.363013698630137	-1
Cmr5gr11_1_CAS-III-C	NZ_CP085987.1_918	79	180	0.011	13.7	931905	932141	NZ_CP085987.1	918	0.620253164556962	0.2722222222222222	1
Cmr5gr11_6_CAS-III-B	NZ_CP085987.1_2366	424	145	0.016	13.2	2467626	2468897	NZ_CP085987.1	2366	0.10613207547169812	0.3103448275862069	1
CorA_0_CAS-III-B	NZ_CP085987.1_1341	300	528	0.013	12.3	1367776	1368675	NZ_CP085987.1	1341	0.22333333333333333	0.12121212121212122	1
CorA_0_CAS-III-B-III-D	NZ_CP085987.1_2992	317	551	0.0022	14.9	3160896	3161846	NZ_CP085987.1	2992	0.1829652996845426	0.11796733212341198	-1
