Contig	Start	End	Strand	Pos
NZ_CP085987.1	662221	662316	1	653
NZ_CP085987.1	662317	663867	-1	654
NZ_CP085987.1	664004	664684	-1	655
NZ_CP085987.1	664681	665412	-1	656
NZ_CP085987.1	665437	666069	-1	657
NZ_CP085987.1	666091	666852	-1	658
NZ_CP085987.1	667759	668103	1	659
NZ_CP085987.1	668224	669450	-1	660
NZ_CP085987.1	669876	670592	1	661
NZ_CP085987.1	670757	670882	1	662
NZ_CP085987.1	671645	671920	1	663
NZ_CP085987.1	671952	673070	1	664
NZ_CP085987.1	673239	674864	1	665
NZ_CP085987.1	674925	675848	-1	666
NZ_CP085987.1	676141	677484	1	667
NZ_CP085987.1	677533	679041	1	668
NZ_CP085987.1	679297	680916	1	669
NZ_CP085987.1	681121	681687	1	670
NZ_CP085987.1	681696	682901	1	671
NZ_CP085987.1	682948	683385	-1	672
NZ_CP085987.1	683385	684176	-1	673
NZ_CP085987.1	684192	684824	-1	674
NZ_CP085987.1	684836	685273	-1	675
NZ_CP085987.1	685405	686211	-1	676
NZ_CP085987.1	686225	687538	-1	677
NZ_CP085987.1	687549	687830	-1	678
NZ_CP085987.1	687827	688945	-1	679
NZ_CP085987.1	689162	689701	1	680
NZ_CP085987.1	689698	690678	-1	681
NZ_CP085987.1	690785	691798	1	682
NZ_CP085987.1	691785	692381	1	683
NZ_CP085987.1	692537	693205	1	684
NZ_CP085987.1	693259	694437	-1	685
NZ_CP085987.1	694528	695064	1	686
NZ_CP085987.1	695143	697107	1	687
NZ_CP085987.1	697108	697338	-1	688
NZ_CP085987.1	697612	698232	-1	689
NZ_CP085987.1	698229	698402	-1	690
NZ_CP085987.1	699099	699497	1	691
NZ_CP085987.1	700019	700789	1	692
NZ_CP085987.1	700925	702349	1	693
NZ_CP085987.1	702485	703909	1	694
NZ_CP085987.1	704308	704481	1	695
NZ_CP085987.1	704526	706670	-1	696
NZ_CP085987.1	706667	709648	-1	697
NZ_CP085987.1	709653	710972	-1	698
NZ_CP085987.1	711196	711429	1	699
NZ_CP085987.1	711434	711883	-1	700
NZ_CP085987.1	711883	712398	-1	701
NZ_CP085987.1	712610	713647	1	702
NZ_CP085987.1	713981	714646	1	703
NZ_CP085987.1	714713	716878	-1	704
NZ_CP085987.1	717097	718158	1	705
NZ_CP085987.1	718303	718524	1	706
NZ_CP085987.1	718601	720094	-1	707
NZ_CP085987.1	720607	721239	1	708
NZ_CP085987.1	721523	722368	1	709
NZ_CP085987.1	722404	723297	-1	710
NZ_CP085987.1	723403	724083	-1	711
NZ_CP085987.1	724080	724775	-1	712
NZ_CP085987.1	724775	726319	-1	713
NZ_CP085987.1	726316	730056	-1	714
NZ_CP085987.1	730148	731536	-1	715
NZ_CP085987.1	731751	732329	-1	716
NZ_CP085987.1	732447	733934	1	717
NZ_CP085987.1	733959	734399	-1	718
NZ_CP085987.1	734483	735571	-1	719
NZ_CP085987.1	736096	736977	-1	720
NZ_CP085987.1	737255	737842	1	721
NZ_CP085987.1	737891	740302	1	722
NZ_CP085987.1	740316	741200	1	723
NZ_CP085987.1	741193	741849	1	724
NZ_CP085987.1	741940	742950	-1	725
NZ_CP085987.1	743236	744933	-1	726
NZ_CP085987.1	745110	745253	-1	727
NZ_CP085987.1	745348	745563	-1	728
NZ_CP085987.1	746076	746507	1	729
NZ_CP085987.1	746857	747186	1	730
NZ_CP085987.1	747329	748114	1	731
NZ_CP085987.1	748243	750027	1	732
NZ_CP085987.1	750024	752552	1	733
NZ_CP085987.1	752609	754684	1	734
NZ_CP085987.1	754797	755999	-1	735
NZ_CP085987.1	756012	757463	-1	736
NZ_CP085987.1	757607	758587	-1	737
NZ_CP085987.1	758876	760339	1	738
NZ_CP085987.1	760609	760818	1	739
NZ_CP085987.1	761156	761509	1	740
NZ_CP085987.1	761917	762846	-1	741
NZ_CP085987.1	762968	763300	-1	742
NZ_CP085987.1	763657	763905	1	743
NZ_CP085987.1	763895	764179	1	744
NZ_CP085987.1	764350	764739	1	745
NZ_CP085987.1	764791	765870	-1	746
NZ_CP085987.1	766063	766551	-1	747
NZ_CP085987.1	766596	768104	1	748
NZ_CP085987.1	768094	769335	1	749
NZ_CP085987.1	769471	770961	1	750
NZ_CP085987.1	771138	772424	1	751
NZ_CP085987.1	772399	773424	1	752
NZ_CP085987.1	773483	774154	-1	753
NZ_CP085987.1	774320	775408	-1	754
NZ_CP085987.1	775560	775712	1	755
NZ_CP085987.1	775840	776943	1	756
NZ_CP085987.1	776946	778748	1	757
NZ_CP085987.1	778768	779442	1	758
NZ_CP085987.1	779448	780056	1	759
NZ_CP085987.1	780056	780355	1	760
NZ_CP085987.1	780352	780762	1	761
NZ_CP085987.1	780780	781841	1	762
NZ_CP085987.1	781829	782716	1	763
NZ_CP085987.1	782729	783070	1	764
NZ_CP085987.1	783211	784329	-1	765
NZ_CP085987.1	785061	785588	1	766
NZ_CP085987.1	785644	786591	-1	767
NZ_CP085987.1	786815	787174	-1	768
NZ_CP085987.1	787174	788100	-1	769
NZ_CP085987.1	788173	789561	-1	770
NZ_CP085987.1	789664	790536	1	771
NZ_CP085987.1	790652	791842	1	772
NZ_CP085987.1	791889	792554	-1	773
NZ_CP085987.1	792813	793247	1	774
NZ_CP085987.1	793267	793650	1	775
NZ_CP085987.1	793685	793894	1	776
NZ_CP085987.1	794013	794915	-1	777
NZ_CP085987.1	795143	796330	1	778
NZ_CP085987.1	796578	796673	1	779
NZ_CP085987.1	797021	797413	-1	780
NZ_CP085987.1	797840	798367	1	781
NZ_CP085987.1	798487	798669	-1	782
NZ_CP085987.1	799014	801056	-1	783
NZ_CP085987.1	801195	801941	1	784
NZ_CP085987.1	802071	802757	1	785
NZ_CP085987.1	802938	803141	1	786
NZ_CP085987.1	803208	804674	-1	787
NZ_CP085987.1	804818	805216	-1	788
NZ_CP085987.1	805220	806197	-1	789
NZ_CP085987.1	806251	807270	-1	790
NZ_CP085987.1	807281	808495	-1	791
NZ_CP085987.1	808617	808952	-1	792
NZ_CP085987.1	809096	809437	1	793
NZ_CP085987.1	809473	810033	1	794
NZ_CP085987.1	810074	810751	-1	795
NZ_CP085987.1	810891	811196	1	796
NZ_CP085987.1	811353	813791	1	797
NZ_CP085987.1	813890	816325	1	798
NZ_CP085987.1	816336	816953	1	799
NZ_CP085987.1	816955	817812	1	800
NZ_CP085987.1	817855	818469	1	801
NZ_CP085987.1	818774	819484	1	802
NZ_CP085987.1	819513	820415	1	803
NZ_CP085987.1	820425	821072	1	804
NZ_CP085987.1	821072	822220	1	805
NZ_CP085987.1	822392	823645	1	806
NZ_CP085987.1	823601	824296	-1	807
NZ_CP085987.1	824422	825642	-1	808
NZ_CP085987.1	825770	826669	-1	809
NZ_CP085987.1	826789	828042	1	810
NZ_CP085987.1	828437	828685	1	811
NZ_CP085987.1	828954	829775	1	812
NZ_CP085987.1	829815	830144	-1	813
NZ_CP085987.1	830131	830493	-1	814
NZ_CP085987.1	830911	831945	1	815
NZ_CP085987.1	832120	833508	-1	816
NZ_CP085987.1	833519	835048	-1	817
NZ_CP085987.1	835575	836519	1	818
NZ_CP085987.1	836818	838200	1	819
NZ_CP085987.1	838262	838597	-1	820
NZ_CP085987.1	838724	839455	1	821
NZ_CP085987.1	839935	841068	1	822
NZ_CP085987.1	841227	842927	1	823
NZ_CP085987.1	843038	844339	1	824
NZ_CP085987.1	844415	845344	1	825
NZ_CP085987.1	845341	846744	-1	826
NZ_CP085987.1	846912	848558	-1	827
NZ_CP085987.1	848758	849933	1	828
NZ_CP085987.1	850036	851544	1	829
NZ_CP085987.1	852248	853249	1	830
NZ_CP085987.1	853324	854364	-1	831
NZ_CP085987.1	854993	855208	1	832
NZ_CP085987.1	855297	855737	1	833
NZ_CP085987.1	855814	856395	1	834
NZ_CP085987.1	856395	856973	1	835
NZ_CP085987.1	856966	859173	1	836
NZ_CP085987.1	859174	860232	1	837
NZ_CP085987.1	860236	860856	1	838
NZ_CP085987.1	860859	861551	1	839
NZ_CP085987.1	861551	862186	1	840
NZ_CP085987.1	862788	864293	1	841
NZ_CP085987.1	864398	865003	1	842
NZ_CP085987.1	865062	865922	-1	843
NZ_CP085987.1	865982	867256	-1	844
NZ_CP085987.1	867383	868039	-1	845
NZ_CP085987.1	868098	868460	-1	846
NZ_CP085987.1	868515	869636	-1	847
NZ_CP085987.1	869908	870375	1	848
NZ_CP085987.1	870423	870857	-1	849
NZ_CP085987.1	871058	871294	1	850
NZ_CP085987.1	871297	872157	1	851
NZ_CP085987.1	872157	874196	1	852
NZ_CP085987.1	874172	874693	-1	853
NZ_CP085987.1	874773	875669	-1	854
NZ_CP085987.1	875720	875959	-1	855
NZ_CP085987.1	876062	876661	1	856
NZ_CP085987.1	876720	877817	1	857
NZ_CP085987.1	877886	878293	1	858
NZ_CP085987.1	878394	879041	1	859
NZ_CP085987.1	879119	879466	-1	860
NZ_CP085987.1	879801	880622	1	861
NZ_CP085987.1	880749	881330	1	862
NZ_CP085987.1	881413	881502	-1	863
NZ_CP085987.1	881798	882823	1	864
NZ_CP085987.1	882820	883752	-1	865
NZ_CP085987.1	883865	885070	1	866
NZ_CP085987.1	885360	886508	1	867
NZ_CP085987.1	886550	887191	-1	868
NZ_CP085987.1	887408	888781	1	869
NZ_CP085987.1	889254	890312	-1	870
NZ_CP085987.1	890309	891088	-1	871
NZ_CP085987.1	891089	891355	-1	872
NZ_CP085987.1	891352	891999	-1	873
NZ_CP085987.1	892067	893035	-1	874
NZ_CP085987.1	893016	893390	-1	875
NZ_CP085987.1	893371	893802	-1	876
NZ_CP085987.1	893751	895052	-1	877
NZ_CP085987.1	895042	897087	-1	878
NZ_CP085987.1	897072	897440	-1	879
NZ_CP085987.1	897498	898490	-1	880
NZ_CP085987.1	898480	899154	-1	881
NZ_CP085987.1	899151	899402	-1	882
NZ_CP085987.1	899717	900466	-1	883
NZ_CP085987.1	900463	900726	-1	884
NZ_CP085987.1	900723	901013	-1	885
NZ_CP085987.1	900991	901206	-1	886
NZ_CP085987.1	901300	901989	-1	887
NZ_CP085987.1	901986	902768	-1	888
NZ_CP085987.1	902784	903212	-1	889
NZ_CP085987.1	903270	903686	-1	890
NZ_CP085987.1	903689	904276	-1	891
NZ_CP085987.1	904292	905746	-1	892
NZ_CP085987.1	905749	906222	-1	893
NZ_CP085987.1	906219	906809	-1	894
NZ_CP085987.1	906816	907139	-1	895
NZ_CP085987.1	907406	907648	-1	896
NZ_CP085987.1	907656	908867	-1	897
NZ_CP085987.1	908848	910341	-1	898
NZ_CP085987.1	910343	910726	-1	899
NZ_CP085987.1	911145	913907	1	900
NZ_CP085987.1	913938	914576	1	901
NZ_CP085987.1	914755	915483	1	902
NZ_CP085987.1	915656	916615	1	903
NZ_CP085987.1	916711	916923	-1	904
NZ_CP085987.1	917021	917641	-1	905
NZ_CP085987.1	917616	919394	-1	906
NZ_CP085987.1	919576	920310	1	907
NZ_CP085987.1	920311	921333	1	908
NZ_CP085987.1	921326	924388	1	909
NZ_CP085987.1	924711	925937	1	910
NZ_CP085987.1	925949	926686	1	911
NZ_CP085987.1	926745	927023	1	912
NZ_CP085987.1	927074	927349	1	913
NZ_CP085987.1	927394	927771	1	914
NZ_CP085987.1	927858	928415	1	915
NZ_CP085987.1	928437	929780	1	916
NZ_CP085987.1	930182	931594	1	917
NZ_CP085987.1	931905	932141	1	918
NZ_CP085987.1	932161	932463	1	919
NZ_CP085987.1	932530	933531	-1	920
NZ_CP085987.1	933686	934102	-1	921
NZ_CP085987.1	934115	935335	-1	922
NZ_CP085987.1	935332	936603	-1	923
NZ_CP085987.1	936578	937324	-1	924
NZ_CP085987.1	937341	938828	-1	925
NZ_CP085987.1	938837	939205	-1	926
NZ_CP085987.1	939632	940978	1	927
NZ_CP085987.1	941266	941454	-1	928
NZ_CP085987.1	941553	941963	-1	929
NZ_CP085987.1	941960	945016	-1	930
NZ_CP085987.1	945281	946399	1	931
NZ_CP085987.1	946857	947216	1	932
NZ_CP085987.1	947357	948568	1	933
NZ_CP085987.1	948932	950167	1	934
NZ_CP085987.1	950234	951100	1	935
NZ_CP085987.1	951145	951903	1	936
NZ_CP085987.1	952057	953652	1	937
NZ_CP085987.1	953666	954817	1	938
NZ_CP085987.1	954893	955783	-1	939
NZ_CP085987.1	956246	957010	1	940
NZ_CP085987.1	957032	957967	1	941
NZ_CP085987.1	958024	959310	1	942
NZ_CP085987.1	959307	959600	1	943
NZ_CP085987.1	959690	961330	1	944
NZ_CP085987.1	961372	963750	-1	945
NZ_CP085987.1	964087	964920	1	946
NZ_CP085987.1	965076	966122	1	947
NZ_CP085987.1	966279	966470	1	948
NZ_CP085987.1	966505	967947	-1	949
NZ_CP085987.1	968009	968722	-1	950
NZ_CP085987.1	969036	969500	-1	951
NZ_CP085987.1	969577	970326	-1	952
NZ_CP085987.1	970326	970877	-1	953
NZ_CP085987.1	970969	971949	-1	954
NZ_CP085987.1	972152	972451	-1	955
NZ_CP085987.1	972456	974843	-1	956
NZ_CP085987.1	974859	975842	-1	957
NZ_CP085987.1	976144	976500	-1	958
NZ_CP085987.1	976551	976748	-1	959
NZ_CP085987.1	976844	977278	-1	960
NZ_CP085987.1	977390	979318	-1	961
NZ_CP085987.1	979901	980029	1	962
NZ_CP085987.1	980210	981433	1	963
NZ_CP085987.1	982135	982989	-1	964
NZ_CP085987.1	982986	983300	-1	965
NZ_CP085987.1	983443	984402	1	966
NZ_CP085987.1	984451	985209	-1	967
NZ_CP085987.1	985498	986430	1	968
NZ_CP085987.1	986527	986817	1	969
NZ_CP085987.1	986924	987784	1	970
NZ_CP085987.1	987827	988363	-1	971
NZ_CP085987.1	988512	989180	1	972
NZ_CP085987.1	989318	989917	1	973
NZ_CP085987.1	990054	991445	1	974
NZ_CP085987.1	991547	991789	-1	975
NZ_CP085987.1	992154	994406	1	976
NZ_CP085987.1	994450	995208	-1	977
NZ_CP085987.1	995221	996576	-1	978
NZ_CP085987.1	996701	997540	-1	979
NZ_CP085987.1	997554	997901	-1	980
NZ_CP085987.1	997952	999310	-1	981
NZ_CP085987.1	999393	999713	-1	982
NZ_CP085987.1	1000014	1000355	-1	983
NZ_CP085987.1	1000574	1001401	1	984
NZ_CP085987.1	1001522	1002403	1	985
NZ_CP085987.1	1002478	1002963	-1	986
NZ_CP085987.1	1003047	1003262	-1	987
NZ_CP085987.1	1003299	1004267	-1	988
NZ_CP085987.1	1004260	1005603	-1	989
NZ_CP085987.1	1005600	1007078	-1	990
NZ_CP085987.1	1007075	1008109	-1	991
NZ_CP085987.1	1008100	1009326	-1	992
NZ_CP085987.1	1009700	1010578	1	993
NZ_CP085987.1	1010651	1011067	1	994
NZ_CP085987.1	1011027	1011302	-1	995
NZ_CP085987.1	1011541	1012884	1	996
NZ_CP085987.1	1012914	1014863	-1	997
NZ_CP085987.1	1014868	1015911	-1	998
NZ_CP085987.1	1016029	1016580	-1	999
NZ_CP085987.1	1016754	1018610	1	1000
NZ_CP085987.1	1018634	1019722	1	1001
NZ_CP085987.1	1019749	1020405	1	1002
NZ_CP085987.1	1020757	1021035	-1	1003
NZ_CP085987.1	1021077	1021490	-1	1004
NZ_CP085987.1	1021832	1022827	1	1005
NZ_CP085987.1	1023162	1024046	1	1006
NZ_CP085987.1	1024145	1024993	-1	1007
NZ_CP085987.1	1025099	1026295	-1	1008
NZ_CP085987.1	1026585	1027331	-1	1009
NZ_CP085987.1	1027758	1029692	1	1010
NZ_CP085987.1	1029815	1031101	1	1011
NZ_CP085987.1	1031742	1033235	1	1012
NZ_CP085987.1	1033276	1033803	1	1013
NZ_CP085987.1	1033800	1033907	-1	1014
NZ_CP085987.1	1034113	1034559	1	1015
NZ_CP085987.1	1034539	1035333	-1	1016
NZ_CP085987.1	1035434	1036618	1	1017
NZ_CP085987.1	1036737	1037084	1	1018
NZ_CP085987.1	1037070	1037381	-1	1019
NZ_CP085987.1	1037450	1037701	-1	1020
NZ_CP085987.1	1038134	1038382	-1	1021
NZ_CP085987.1	1038697	1039338	-1	1022
NZ_CP085987.1	1039568	1039750	-1	1023
NZ_CP085987.1	1039753	1040115	-1	1024
NZ_CP085987.1	1040288	1040926	-1	1025
NZ_CP085987.1	1041123	1041668	-1	1026
NZ_CP085987.1	1041979	1042227	1	1027
NZ_CP085987.1	1042482	1043330	-1	1028
NZ_CP085987.1	1043399	1043992	-1	1029
NZ_CP085987.1	1044137	1044925	-1	1030
NZ_CP085987.1	1045034	1045684	-1	1031
NZ_CP085987.1	1045878	1046204	-1	1032
NZ_CP085987.1	1046398	1047531	1	1033
NZ_CP085987.1	1047613	1048203	-1	1034
NZ_CP085987.1	1048197	1048994	-1	1035
NZ_CP085987.1	1048988	1049800	-1	1036
NZ_CP085987.1	1049790	1050764	-1	1037
NZ_CP085987.1	1050764	1052350	-1	1038
NZ_CP085987.1	1053080	1053394	1	1039
NZ_CP085987.1	1053543	1054073	1	1040
NZ_CP085987.1	1054156	1055199	-1	1041
NZ_CP085987.1	1055538	1056005	-1	1042
NZ_CP085987.1	1056324	1056497	1	1043
NZ_CP085987.1	1057132	1057476	1	1044
NZ_CP085987.1	1058713	1059270	-1	1045
NZ_CP085987.1	1060082	1060345	1	1046
NZ_CP085987.1	1061104	1061625	1	1047
NZ_CP085987.1	1061816	1062055	1	1048
NZ_CP085987.1	1062544	1063332	1	1049
NZ_CP085987.1	1063654	1063857	1	1050
NZ_CP085987.1	1064314	1065438	-1	1051
NZ_CP085987.1	1065886	1067136	-1	1052
NZ_CP085987.1	1067236	1067973	1	1053
NZ_CP085987.1	1067970	1068299	1	1054
NZ_CP085987.1	1068311	1068772	1	1055
NZ_CP085987.1	1068826	1069932	1	1056
NZ_CP085987.1	1070019	1070660	1	1057
NZ_CP085987.1	1070664	1072034	1	1058
NZ_CP085987.1	1072158	1072832	1	1059
NZ_CP085987.1	1072832	1074295	1	1060
NZ_CP085987.1	1074376	1075497	1	1061
NZ_CP085987.1	1075537	1076871	-1	1062
NZ_CP085987.1	1076875	1078104	-1	1063
NZ_CP085987.1	1078355	1079491	1	1064
NZ_CP085987.1	1079475	1080338	1	1065
NZ_CP085987.1	1080667	1081677	1	1066
NZ_CP085987.1	1081993	1082772	1	1067
NZ_CP085987.1	1082797	1083843	1	1068
NZ_CP085987.1	1083925	1084746	-1	1069
NZ_CP085987.1	1084765	1085676	-1	1070
NZ_CP085987.1	1085705	1086949	-1	1071
NZ_CP085987.1	1086949	1087650	-1	1072
NZ_CP085987.1	1087643	1088842	-1	1073
NZ_CP085987.1	1089180	1092626	1	1074
NZ_CP085987.1	1092774	1093739	1	1075
NZ_CP085987.1	1093836	1094093	-1	1076
NZ_CP085987.1	1094335	1094970	1	1077
NZ_CP085987.1	1095045	1095584	-1	1078
NZ_CP085987.1	1095763	1097067	-1	1079
NZ_CP085987.1	1097322	1097864	-1	1080
NZ_CP085987.1	1097889	1098914	-1	1081
NZ_CP085987.1	1098925	1099749	-1	1082
NZ_CP085987.1	1099730	1100368	-1	1083
NZ_CP085987.1	1100382	1100756	-1	1084
NZ_CP085987.1	1100759	1101136	-1	1085
NZ_CP085987.1	1101460	1103634	1	1086
NZ_CP085987.1	1103719	1105152	-1	1087
NZ_CP085987.1	1105447	1106244	-1	1088
NZ_CP085987.1	1106255	1107259	-1	1089
NZ_CP085987.1	1107256	1107897	-1	1090
NZ_CP085987.1	1107887	1108909	-1	1091
NZ_CP085987.1	1108912	1109721	-1	1092
NZ_CP085987.1	1109845	1111086	-1	1093
NZ_CP085987.1	1111172	1111408	-1	1094
NZ_CP085987.1	1111564	1112298	-1	1095
NZ_CP085987.1	1112311	1113240	-1	1096
NZ_CP085987.1	1113256	1114209	-1	1097
NZ_CP085987.1	1114289	1115338	-1	1098
NZ_CP085987.1	1115502	1115675	-1	1099
NZ_CP085987.1	1115727	1116248	-1	1100
NZ_CP085987.1	1116446	1117030	1	1101
NZ_CP085987.1	1117102	1117326	-1	1102
NZ_CP085987.1	1117532	1118293	-1	1103
NZ_CP085987.1	1118431	1119474	-1	1104
NZ_CP085987.1	1119964	1123167	1	1105
NZ_CP085987.1	1123424	1124377	-1	1106
NZ_CP085987.1	1124392	1126053	-1	1107
NZ_CP085987.1	1126118	1127068	-1	1108
NZ_CP085987.1	1127068	1128165	-1	1109
NZ_CP085987.1	1128177	1128842	-1	1110
NZ_CP085987.1	1128930	1129712	-1	1111
NZ_CP085987.1	1129726	1130481	-1	1112
NZ_CP085987.1	1130502	1131713	-1	1113
NZ_CP085987.1	1131740	1132438	-1	1114
NZ_CP085987.1	1132450	1132854	-1	1115
NZ_CP085987.1	1132858	1133274	-1	1116
NZ_CP085987.1	1133431	1134090	1	1117
NZ_CP085987.1	1134182	1134475	1	1118
NZ_CP085987.1	1134480	1134902	1	1119
NZ_CP085987.1	1134984	1136558	-1	1120
NZ_CP085987.1	1136823	1137746	-1	1121
NZ_CP085987.1	1137748	1138395	-1	1122
NZ_CP085987.1	1138431	1139015	-1	1123
NZ_CP085987.1	1139252	1140460	1	1124
NZ_CP085987.1	1140524	1141171	1	1125
NZ_CP085987.1	1141296	1141856	1	1126
NZ_CP085987.1	1141961	1143007	1	1127
NZ_CP085987.1	1143081	1143326	1	1128
NZ_CP085987.1	1143616	1143870	1	1129
NZ_CP085987.1	1143983	1145101	1	1130
NZ_CP085987.1	1145142	1145255	1	1131
NZ_CP085987.1	1145518	1146090	1	1132
NZ_CP085987.1	1146087	1146662	1	1133
NZ_CP085987.1	1146714	1147766	-1	1134
NZ_CP085987.1	1147986	1148906	1	1135
NZ_CP085987.1	1149061	1150275	1	1136
NZ_CP085987.1	1150357	1150731	1	1137
NZ_CP085987.1	1150732	1150959	-1	1138
NZ_CP085987.1	1151033	1153576	-1	1139
NZ_CP085987.1	1153569	1155122	-1	1140
NZ_CP085987.1	1155376	1156530	1	1141
NZ_CP085987.1	1156547	1158031	-1	1142
NZ_CP085987.1	1157970	1158509	-1	1143
NZ_CP085987.1	1158598	1158918	-1	1144
NZ_CP085987.1	1159049	1159375	-1	1145
NZ_CP085987.1	1159437	1159892	-1	1146
NZ_CP085987.1	1159934	1160389	-1	1147
NZ_CP085987.1	1161144	1161794	1	1148
NZ_CP085987.1	1161799	1162194	1	1149
NZ_CP085987.1	1162221	1162637	1	1150
NZ_CP085987.1	1162664	1163497	1	1151
NZ_CP085987.1	1163536	1164030	-1	1152
NZ_CP085987.1	1164119	1164673	-1	1153
NZ_CP085987.1	1164697	1165434	-1	1154
NZ_CP085987.1	1165519	1166457	-1	1155
NZ_CP085987.1	1167301	1168404	-1	1156
NZ_CP085987.1	1168418	1169698	-1	1157
NZ_CP085987.1	1169981	1170673	-1	1158
NZ_CP085987.1	1170719	1171867	-1	1159
NZ_CP085987.1	1172385	1173065	1	1160
NZ_CP085987.1	1173402	1174898	1	1161
NZ_CP085987.1	1175183	1176064	1	1162
NZ_CP085987.1	1176170	1176958	-1	1163
NZ_CP085987.1	1176937	1177233	-1	1164
NZ_CP085987.1	1177851	1179359	-1	1165
NZ_CP085987.1	1179781	1183743	1	1166
NZ_CP085987.1	1183802	1184197	1	1167
NZ_CP085987.1	1184194	1184832	-1	1168
NZ_CP085987.1	1184969	1185136	-1	1169
NZ_CP085987.1	1185521	1186117	1	1170
NZ_CP085987.1	1186138	1186365	1	1171
NZ_CP085987.1	1186399	1187640	-1	1172
NZ_CP085987.1	1187773	1188279	-1	1173
NZ_CP085987.1	1188269	1188892	-1	1174
NZ_CP085987.1	1188889	1190775	-1	1175
NZ_CP085987.1	1190824	1191186	-1	1176
NZ_CP085987.1	1191421	1192341	1	1177
NZ_CP085987.1	1192341	1192646	1	1178
NZ_CP085987.1	1193300	1193662	1	1179
NZ_CP085987.1	1194070	1195008	-1	1180
NZ_CP085987.1	1195022	1195918	-1	1181
NZ_CP085987.1	1195928	1197304	-1	1182
NZ_CP085987.1	1197376	1198167	-1	1183
NZ_CP085987.1	1198178	1198981	-1	1184
NZ_CP085987.1	1199124	1199504	-1	1185
NZ_CP085987.1	1199514	1200365	-1	1186
NZ_CP085987.1	1200367	1201833	-1	1187
NZ_CP085987.1	1201830	1203119	-1	1188
NZ_CP085987.1	1203394	1203834	1	1189
NZ_CP085987.1	1204052	1205614	1	1190
NZ_CP085987.1	1205632	1206144	1	1191
NZ_CP085987.1	1206477	1206887	-1	1192
NZ_CP085987.1	1206966	1207703	1	1193
NZ_CP085987.1	1207696	1209060	1	1194
NZ_CP085987.1	1209140	1210702	1	1195
NZ_CP085987.1	1210811	1210921	1	1196
NZ_CP085987.1	1211424	1213109	1	1197
NZ_CP085987.1	1213126	1213467	1	1198
NZ_CP085987.1	1214015	1214890	1	1199
NZ_CP085987.1	1215112	1215792	1	1200
NZ_CP085987.1	1216413	1217072	1	1201
NZ_CP085987.1	1217159	1217488	1	1202
NZ_CP085987.1	1217485	1217766	-1	1203
NZ_CP085987.1	1217815	1218603	-1	1204
NZ_CP085987.1	1218620	1219168	-1	1205
NZ_CP085987.1	1219383	1220594	1	1206
NZ_CP085987.1	1220652	1220969	1	1207
NZ_CP085987.1	1221014	1221427	-1	1208
NZ_CP085987.1	1221601	1222263	1	1209
NZ_CP085987.1	1222358	1222816	1	1210
NZ_CP085987.1	1222852	1224906	-1	1211
NZ_CP085987.1	1225030	1225476	1	1212
NZ_CP085987.1	1225495	1227648	1	1213
NZ_CP085987.1	1227635	1228240	-1	1214
NZ_CP085987.1	1228457	1228966	1	1215
NZ_CP085987.1	1229323	1230375	1	1216
NZ_CP085987.1	1230447	1230899	-1	1217
NZ_CP085987.1	1231085	1232845	1	1218
NZ_CP085987.1	1232914	1233432	1	1219
NZ_CP085987.1	1233955	1234518	-1	1220
NZ_CP085987.1	1234515	1236155	-1	1221
NZ_CP085987.1	1236160	1237413	-1	1222
NZ_CP085987.1	1237428	1239335	-1	1223
NZ_CP085987.1	1239348	1241456	-1	1224
NZ_CP085987.1	1241555	1242664	1	1225
NZ_CP085987.1	1242661	1243203	-1	1226
NZ_CP085987.1	1243369	1244379	-1	1227
NZ_CP085987.1	1244587	1247199	-1	1228
NZ_CP085987.1	1247626	1247817	1	1229
NZ_CP085987.1	1248088	1248774	1	1230
NZ_CP085987.1	1249127	1249753	1	1231
NZ_CP085987.1	1249885	1250133	-1	1232
NZ_CP085987.1	1250401	1251369	-1	1233
NZ_CP085987.1	1251845	1252426	-1	1234
NZ_CP085987.1	1252426	1254864	-1	1235
NZ_CP085987.1	1254918	1255160	-1	1236
NZ_CP085987.1	1255199	1258549	-1	1237
NZ_CP085987.1	1258621	1259163	-1	1238
NZ_CP085987.1	1259223	1259960	-1	1239
NZ_CP085987.1	1259970	1260665	-1	1240
NZ_CP085987.1	1260755	1261288	1	1241
NZ_CP085987.1	1261405	1261902	-1	1242
NZ_CP085987.1	1262002	1262334	-1	1243
NZ_CP085987.1	1262331	1262582	-1	1244
NZ_CP085987.1	1262623	1263483	-1	1245
NZ_CP085987.1	1263455	1264000	-1	1246
NZ_CP085987.1	1264469	1264936	-1	1247
NZ_CP085987.1	1264933	1265385	-1	1248
NZ_CP085987.1	1265369	1265704	-1	1249
NZ_CP085987.1	1266187	1266660	1	1250
NZ_CP085987.1	1266667	1266804	-1	1251
NZ_CP085987.1	1267021	1267470	1	1252
NZ_CP085987.1	1267606	1267731	-1	1253
NZ_CP085987.1	1267926	1268615	-1	1254
NZ_CP085987.1	1268612	1268752	-1	1255
NZ_CP085987.1	1268749	1269360	-1	1256
NZ_CP085987.1	1269363	1269569	-1	1257
NZ_CP085987.1	1269569	1270171	-1	1258
NZ_CP085987.1	1270587	1270820	-1	1259
NZ_CP085987.1	1271412	1272008	1	1260
NZ_CP085987.1	1272020	1272997	1	1261
NZ_CP085987.1	1273052	1273312	-1	1262
